temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,pressure_1,pressure_2,pressure_3,pressure_4,pressure_5,pressure_6,pressure_7,pressure_8,speed_1,speed_2,speed_3,speed_4,speed_5,speed_6,time_1,time_2,time_3,time_4,time_5,time_6,time_7,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,target_property_1,target_property_2
174.9080237694725,173.7827279139545,259.30745819523526,208.44744109836967,265.5037844212606,221.34634494348728,279.11256962636776,196.65885699326503,178.7271040554884,268.7457585420515,4.691717264276325,4.403313668333055,5.474493510371971,0.10240505090167605,6.136111135813922,2.5422154544655733,3.7990441028203152,6.570669230098742,281.34923760427466,469.0192352662709,405.2902363419165,20.949926329160093,48.60321479191802,414.2690662054472,62.46207802884115,42.25299881848232,43.955616838022294,76.44974025479137,32.663117544677505,25.88897220413735,10.82024668707495,2.6785865084112443,3.652691571839952,0.15514721675898202,3.946720442746375,0.416456531524658,2.114251631453727,1.7581061418100496,4.204042887477338,1.462625644910709,0.27550459462420357,0.37846780534729296,0.17966228223256525,1.2342073126053978,1.9467765960370467,21.794600752762648,28.166034450264476,15.000634614672554,32.088156134422604,25.844655665555347,12.717503664324756,91.12456774581185,1.1962149701723934,57.20161414842973,82.09349068988645,57.71594175860625,60.93926309870537,92.2441593891934,91.74980964820548,13.18517965034246,50.292921437095615,40.550779174354055,20.05082511667764,24.526794003958713
290.14286128198324,192.50694322662957,196.30447030251003,218.06953809175457,252.90555893094353,234.57433371961596,281.8350528107171,176.5568200806081,194.6871318750043,187.60881518107675,1.8223762552658556,2.0091121285282316,8.345646589383572,1.3566669709743462,2.0451782587888943,6.983657601281407,3.3958297526908927,8.397776093870759,361.75524705431917,403.5308414277289,18.104330152039537,94.04136884753088,145.68182797305946,423.5036331761598,90.87587883894834,75.0040054972576,52.352923276033394,15.5077156645627,36.512839814425874,83.96588550807884,68.65076966219772,3.8890919147606384,0.9307148580375707,4.655554842071793,0.04004998143834777,3.4138085179776043,0.5565876588370827,0.46780281389108663,0.9260198022392042,1.199049761705273,0.2154320862172381,1.6046032581574354,1.3796497355550914,1.3220302111447497,0.37036809384151637,0.8262130600707951,15.37329442914568,11.816645273797763,23.23497644994256,30.3953086914177,8.827489840648987,76.06946930862402,11.092403910634708,81.49805852095811,25.738706360914787,14.994154318555719,3.89034677630975,1.7022424179829243,82.66186705104431,49.94723703137795,47.468029082507876,14.582718419580798,22.261985713560165,29.476171865701296
246.398788362281,249.4941876267513,123.4616377924789,201.672109383256,214.70579029111465,116.22983570724783,162.77561530300545,267.8293216141505,270.9094786404361,168.47902465917193,3.4410227525584216,1.9919456646423352,1.338380207380395,9.342792240567432,2.589158506655888,4.1535345825103605,1.8439237337783148,5.299501782284891,449.54887296283545,219.07025050174434,101.53587011334426,286.77609378979145,131.96020874466404,339.7744594718956,69.7066797754783,105.7656787101387,16.14259853387933,54.75071728028525,110.88486260470145,119.4192484040233,38.91650539221095,2.9093812376145047,1.7397320749057321,4.746147127772868,0.644614218977468,3.9539374420767865,1.2452459922200496,1.6142285770230524,4.509352387882656,0.5370547767702141,1.2479647064129618,0.9835126012034386,1.9410021343313106,1.2444973747617314,1.793378444981516,40.47735985933897,49.872605789505904,32.4138127366206,48.24267698076507,16.70798645104293,33.86297163432604,10.72519568234711,69.92019292459442,53.779016230328466,28.31581629058576,1.2371182866931951,61.226034087673455,39.47797660632014,57.934737285122075,22.875643448835213,30.197213774184604,15.731859396127025,17.170352099546992,32.725282812048135
219.73169683940733,107.33664057811959,125.03715844051008,159.50969026376413,291.20942872238663,290.29814203535744,238.21116254785235,129.06533848410083,168.00087721197843,209.2952722050753,0.2790028128362858,7.710765389139487,1.3848513606538517,8.686810927242043,1.8183642270992535,8.775508302163537,6.11194003400473,2.1624367739143935,451.8534212599146,321.1079753029114,330.9035980377372,354.6370677142769,124.92660936654602,159.244174072752,14.579797057856585,106.63440769398746,32.12859967030316,31.139776832430236,13.825044080704465,58.74624873117569,20.372078619440746,1.4403178957128209,3.3197703779205128,4.746273736206775,2.6944185619040537,4.812277832862925,4.413281830349882,3.1447682850595764,2.5367441825562365,0.12921368568454428,1.935621012736234,1.6016084664115338,1.3449963983714426,1.3350640000503922,0.7245482388361577,6.580102271525189,20.592090556870343,6.946283344747546,11.33943332371979,43.73994295273311,21.33124358444033,70.17270340031013,6.367133306578854,87.20538261066811,99.89697421987775,10.485116433681728,8.966860676411626,78.97447263329782,91.22434709742006,79.8261853960138,53.9872241852703,79.77524500959005,9.086552004967993,18.16364178679503
131.2037280884873,150.48738886880415,237.11305744579428,213.00439857180322,140.09490310568054,267.69836676860496,154.32663625487393,201.13934875627479,273.9299369624342,118.27064854471116,4.063265697266506,2.7293172232428633,5.612501766755245,2.412729417158745,9.58256951404018,3.049999967156469,4.818579189035426,5.294415279725426,170.96943662555293,429.5866700908973,194.12208042394184,109.2144964292762,104.44961772464939,27.45859974116827,26.34172723010887,17.47730968310042,10.938806680617013,34.235878459488546,75.09949451905314,88.22312733067288,93.75909439180369,3.6732353523114507,2.415625829177155,4.718998562367116,1.24533471376496,0.7525225145709976,1.8106411321340012,4.473445497378231,0.34515331310171987,1.4198770061102013,1.0551704870139755,1.4377577682111964,0.526307619123356,1.2996130844478935,0.12404786340253877,25.7427480471294,11.008187133876543,43.10517090320093,29.598892591947564,22.492926030765947,27.120683928510473,2.00232686688806,86.59630648429902,80.16743548493777,32.73104354453198,31.37691915878138,71.03442385187473,83.80909936850034,88.6408693147978,93.10721720526612,24.839085443531562,82.90171339614552,20.68502997922611,22.757006370951522
131.19890406724053,242.66991717691047,186.06117897989253,237.77706041001812,121.85284206192428,261.01806369913254,138.12196661488997,112.40828339131086,117.6268861953383,251.32930987047976,5.543781519446483,7.695610602176307,9.469148668247872,7.805881855000363,8.56071288520317,0.21752633202665703,8.670439824007635,5.595317754232745,476.7011189417288,250.39874727275233,491.4164990199424,337.4471242320055,291.6302884211481,468.47101341067685,30.2227411635557,54.26028263851232,119.56784134095737,62.97093818774315,83.39963448754524,61.93563174921296,30.002935939354522,2.9498076812298404,3.6954694827881203,4.07805728593711,0.4708587266139178,2.6667774743111874,3.1065577663884563,4.199631200442677,0.7151505950258594,0.5389497341041566,0.19787892928467976,0.4684022373284198,0.7749427609264261,0.34776738146266317,0.8434668383678305,17.143196557698374,31.628027733305252,33.40937736525237,35.16039574201602,35.157602147460416,2.843171046053334,2.7759069220698485,31.132627741993268,27.65483499399284,42.27744888320489,66.91631901117117,39.00776465809306,47.760793262867004,92.76943997518352,0.43333164827822346,26.099381540822797,56.00025406387292,16.260757995374522,31.50605871020687
111.6167224336399,279.0413675374399,140.10494534006733,274.66458317216154,270.79239339108443,264.5967610083535,136.92649146947383,114.23113577558195,255.35968744172615,216.4870153776592,6.233867668988159,2.138284376589334,4.208477807870467,6.124858772422345,2.381898889780057,3.076490841551367,0.4178848467723767,7.45032988571421,22.189182187156668,116.17645541564242,336.04834839274446,99.41340223862238,170.77070316249265,297.19897091469346,34.65438916915716,58.443024962856185,89.70407834153212,98.43243429635793,63.13729819442004,54.67234368679981,30.722649386317972,0.07350913563270352,4.8064274271020695,3.426134290080471,1.8057912815458332,2.8420114640017387,3.333168435352096,1.2708443176683086,1.5517925393262177,1.7305090866464792,0.5203154465471667,1.0695838020013289,1.9556360557510886,0.5463798762029392,1.0674730709623133,17.43340753943354,12.590617039680092,35.68139134505887,41.36544222259639,31.977587617851803,43.131823673485805,52.58232395978425,8.866647043642462,63.010228288244164,99.00554577748349,20.262305333212517,83.76964915685187,23.24837517328525,22.177385765553293,23.29158296009798,75.72587751445205,29.512780980568742,11.480977073564503,21.86783790199824
273.235229154987,202.33548842313323,198.31890934828738,227.25827079584963,187.82996332674966,286.54210162655227,168.42152417271882,214.77316993541928,269.50952661094726,137.3180193746335,6.66855441677423,3.2846950501429633,3.33672679252148,9.711956643353707,3.3429063098290475,5.822942986929833,6.47429248279575,2.2768415981027563,194.64942489792116,93.16448547645776,478.70896527731117,310.59413904931597,411.9690573732899,156.0900558625887,70.02139007430799,117.42576726523163,15.056767997816673,90.53480696665845,84.83666606466078,52.18514555939024,36.63383029086114,4.509204447073843,0.5915679716988356,4.224104492153755,1.3782959492506215,4.613157903567089,3.911328082965127,0.6790748795682543,0.22735232597020968,0.9860918257819614,0.5651065221899643,0.9436315978030932,0.5256995828614651,1.2760886100491193,0.30561880477807013,24.129561728983496,24.957259139942476,46.79954327855457,20.64506600618635,6.299226114425312,8.943291883706515,9.603742923634663,75.97573781680654,0.7412126476131431,36.93003454174263,88.75905625316717,94.25292452651306,59.970471768615894,71.75030377638947,43.95533460762273,34.254726450909004,93.27008166678303,33.737939680434685,32.743536337103734
220.22300234864176,206.42269705306313,112.84178741502681,252.2243074086316,269.3937708414121,208.85079322273953,185.99152395596434,213.2036849775642,136.36353056746776,137.64643995380914,8.379283999714353,4.708321027153024,6.106224299659069,3.798696029387185,2.177939138819472,3.8217899164926044,7.653193897264455,3.7462727826586444,448.9414401793324,10.077294843247797,108.70877600643897,211.86024314894144,100.13423474521817,83.07620284529352,62.95606467992025,82.96977175289722,7.328678675860593,72.96499529488469,24.866784291376206,63.03183853714523,72.47817784022315,2.7327616554383236,3.550742904826324,3.0067257326151706,2.5604104895062796,3.140110436576606,0.9221721509256986,0.9734306462456893,1.5533739563070437,1.108207606507667,0.7419285453602049,0.9053596615723237,1.166905238803441,0.13361700615986447,1.121587472061087,49.85264364897738,24.387521094189868,47.14745713937448,34.50263442904534,31.320647958779265,18.327540407026866,96.43365224849188,52.44272344530238,39.60419159248644,36.615200723586696,28.848841038295003,41.7110341465609,26.37780315573015,60.92244999235018,56.307928835238855,5.139967293911186,62.39623909952267,28.672519620110048,35.941356407656414
241.6145155592091,121.4344022679552,216.39428038287974,132.01432699091458,278.618041039083,140.0564035735252,266.1898342110137,275.60670256889136,186.06930647444008,136.84973031453484,2.2330827820297277,9.437638911965163,9.311441145395808,6.846460063919995,4.969571998662155,5.3952402820116765,7.618917034964239,3.703871945224207,144.57207111032164,361.9366175408293,433.3389437763613,330.3617595734722,237.6672647255868,416.46635109536976,28.363404411884027,51.833337985138115,87.71809701751222,67.03309216664871,103.05270676872709,47.193001114518125,80.86158214443606,4.344450054742864,1.1594173366042515,0.680504373321198,4.896375633212677,0.7360931317701523,1.5310175417260332,4.855223392998998,0.30905286126327003,1.5324794341060968,0.182846428813804,1.1308849934872462,0.8608622364953149,1.3060145855741645,1.6569808099357899,20.71479419125805,22.951102670928993,27.80679002905217,15.508472833521997,27.75978256006425,4.059131171474466,89.38312266502625,30.66400323792976,23.796016778429518,82.77144662138602,33.122628942365,46.05552954737462,25.526425799591635,73.38306378346071,91.59027775921011,34.36772858949808,79.66421194517882,25.091982228349526,24.370711204114933
